,year,DirectorID,CompanyID
28596,2000,38066,1
28597,2000,38096,1
28598,2000,38106,3
28599,2000,38166,6
28600,2000,38261,1
28601,2000,38276,1
28602,2000,38326,6
28603,2000,38336,3
28604,2000,38421,1
28605,2000,38496,1
28607,2000,38596,1
28610,2000,38636,1
28611,2000,38651,2
28612,2000,38656,2
28613,2000,38681,6
28614,2000,38691,1
28616,2000,38711,4
28617,2000,38741,8
28619,2000,38781,2
28620,2000,38821,3
28621,2000,38831,5
28622,2000,38846,1
28623,2000,38881,6
28624,2000,38981,1
28625,2000,39021,2
28627,2000,39076,6
28628,2000,39136,6
28629,2000,39251,2
28630,2000,39286,2
28631,2000,39296,3
28632,2000,39501,2
28633,2000,39521,2
28634,2000,39541,2
28635,2000,39556,1
28636,2000,39566,4
28637,2000,39641,2
28638,2000,39656,2
28639,2000,39661,1
28640,2000,39681,1
28641,2000,39696,1
28642,2000,39721,4
28643,2000,39851,2
28644,2000,39871,1
28645,2000,39876,4
28647,2000,39901,2
28648,2000,39916,4
28649,2000,39921,2
28650,2000,39936,2
28651,2000,40091,2
28652,2000,40096,3
28653,2000,40196,2
28654,2000,40216,2
28655,2000,40221,8
28656,2000,40271,2
28657,2000,40386,2
28658,2000,40401,4
28660,2000,40431,1
28661,2000,40441,4
28662,2000,40451,4
28663,2000,40456,3
28664,2000,40461,2
28665,2000,40466,2
28668,2000,40511,4
28669,2000,40521,7
28670,2000,40661,4
28671,2000,40671,2
28672,2000,40751,6
28673,2000,40791,2
28674,2000,40886,3
28675,2000,41056,6
28677,2000,41191,2
28678,2000,41211,4
28679,2000,41341,6
28680,2000,41361,1
28682,2000,41421,1
28683,2000,41446,2
28685,2000,41691,2
28686,2000,41711,1
28687,2000,41886,2
28688,2000,41891,1
28689,2000,41896,2
28691,2000,42106,6
28693,2000,42381,2
28694,2000,42401,4
28695,2000,42771,1
28696,2000,42811,1
28697,2000,42816,2
28698,2000,42836,6
28699,2000,42841,2
28700,2000,42891,2
28701,2000,42906,1
28702,2000,42911,1
28703,2000,42951,6
28704,2000,43001,1
28705,2000,43016,1
28706,2000,43021,1
28707,2000,43026,2
28709,2000,43076,1
28710,2000,43086,6
28712,2000,43106,1
28713,2000,43126,2
28714,2000,43131,2
28715,2000,43146,2
28716,2000,43151,2
28717,2000,43156,1
28718,2000,43161,2
28719,2000,43166,1
28720,2000,43206,1
28721,2000,43221,4
28723,2000,43281,1
28724,2000,43316,6
28726,2000,43331,4
28727,2000,43341,2
28728,2000,43371,6
28729,2000,43376,1
28730,2000,43526,1
28731,2000,43576,1
28734,2000,43626,2
28735,2000,43711,4
28736,2000,43761,4
28737,2000,43846,2
28738,2000,43931,2
28739,2000,43976,2
28741,2000,44121,2
28742,2000,44126,6
28743,2000,44136,1
28744,2000,44176,4
28746,2000,44191,2
28749,2000,44221,1
28750,2000,44256,2
28751,2000,44276,2
28752,2000,44311,6
28755,2000,44416,2
28756,2000,44456,1
28757,2000,44556,1
28758,2000,44611,4
28759,2000,44731,1
28760,2000,44756,1
28761,2000,44841,2
28762,2000,44846,6
28763,2000,44851,4
28764,2000,44906,6
28765,2000,44921,2
28766,2000,44936,4
28767,2000,44946,6
28769,2000,44971,6
28770,2000,45046,1
28771,2000,45056,2
28772,2000,45136,1
28773,2000,45191,2
28774,2000,45211,2
28775,2000,45216,6
28776,2000,45246,1
28777,2000,45256,1
28778,2000,45276,3
28779,2000,45331,4
28780,2000,45391,1
28781,2000,45396,2
28782,2000,45406,1
28783,2000,45416,1
28784,2000,45431,8
28785,2000,45451,1
28786,2000,45476,3
28787,2000,45501,1
28788,2000,45536,6
28790,2000,45601,1
28792,2000,45636,1
28793,2000,45646,2
28794,2000,45711,6
28795,2000,45716,2
28796,2000,45736,1
28797,2000,45741,1
28798,2000,45751,4
28799,2000,45761,2
28800,2000,45776,2
28801,2000,45801,8
28802,2000,45981,2
28803,2000,46026,6
28805,2000,46081,2
28806,2000,46126,1
28807,2000,46201,1
28808,2000,46211,7
28810,2000,46351,2
28811,2000,46376,2
28812,2000,46416,8
28813,2000,46426,2
28815,2000,46456,1
28816,2000,46461,1
28817,2000,46491,1
28818,2000,46576,6
28819,2000,46591,2
28820,2000,46691,2
28821,2000,46696,2
28822,2000,46716,6
28824,2000,46766,2
28825,2000,46786,1
28827,2000,46846,2
28829,2000,46861,6
28830,2000,46891,1
28831,2000,46901,1
28832,2000,47016,6
28833,2000,47061,2
28834,2000,47096,2
28835,2000,47126,1
28836,2000,47146,2
28837,2000,47151,1
28838,2000,47181,1
28839,2000,47216,6
28841,2000,47246,1
28842,2000,47256,2
28843,2000,47266,8
28845,2000,47281,1
28846,2000,47306,2
28847,2000,47311,1
28848,2000,47316,3
28853,2000,47446,1
28854,2000,47451,2
28855,2000,47461,4
28856,2000,47641,4
28857,2000,47646,2
28858,2000,47676,1
28859,2000,47746,1
28860,2000,47901,1
28862,2000,47926,2
28863,2000,47991,2
28864,2000,48071,2
28866,2000,48146,2
28867,2000,48171,1
28868,2000,48416,2
28869,2000,48466,4
28870,2000,48516,1
28872,2000,48616,2
28873,2000,48626,2
28874,2000,48636,6
28875,2000,48651,4
28876,2000,48656,1
28877,2000,48691,2
28879,2000,48701,1
28880,2000,48721,2
28881,2000,48746,2
28882,2000,48751,1
28883,2000,48766,1
28884,2000,48771,6
28887,2000,48801,4
28888,2000,48866,2
28889,2000,49001,1
28890,2000,49016,5
28891,2000,49036,2
28892,2000,49046,2
28893,2000,49086,1
28894,2000,49096,2
28895,2000,49106,1
28896,2000,49161,1
28897,2000,49261,2
28898,2000,49286,3
28899,2000,49341,1
28901,2000,49356,1
28902,2000,49366,3
28903,2000,49381,2
28904,2000,49516,6
28905,2000,49531,8
28906,2000,49551,4
28907,2000,49561,1
28908,2000,49621,3
28909,2000,49626,1
28911,2000,49656,2
28912,2000,49751,1
28913,2000,49851,2
28914,2000,49866,2
28915,2000,49911,1
28916,2000,49946,1
28917,2000,49971,2
28918,2000,49991,1
28919,2000,50076,2
28920,2000,50101,5
28921,2000,50121,6
28922,2000,50191,4
28923,2000,50211,3
28924,2000,50261,6
